"Year","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2019","Medium tariff","30 - 34","Scotland","Female","All","Main scheme application","115","25","0.23900000000000002"
"2020","Medium tariff","30 - 34","Scotland","Female","All","Main scheme application","145","35","0.253"
"2021","Medium tariff","30 - 34","Scotland","Female","All","Main scheme application","175","25","0.153"
"2022","Medium tariff","30 - 34","Scotland","Female","All","Main scheme application","150","30","0.187"
"2023","Medium tariff","30 - 34","Scotland","Female","All","Main scheme application","110","35","0.333"
"2020","Lower tariff","35 and over","Scotland","Female","All","Main scheme application","5","0"," "
"2021","Lower tariff","35 and over","Scotland","Female","All","Main scheme application","5","0"," "
"2019","Medium tariff","35 and over","Scotland","Female","All","Main scheme application","145","25","0.188"
"2020","Medium tariff","35 and over","Scotland","Female","All","Main scheme application","155","35","0.242"
"2021","Medium tariff","35 and over","Scotland","Female","All","Main scheme application","225","25","0.10200000000000001"
"2022","Medium tariff","35 and over","Scotland","Female","All","Main scheme application","180","40","0.22"
"2023","Medium tariff","35 and over","Scotland","Female","All","Main scheme application","140","40","0.302"
"2019","Lower tariff","18","Wales","Female","All","Main scheme application","90","10","0.114"
"2020","Lower tariff","18","Wales","Female","All","Main scheme application","105","15","0.15"
"2021","Lower tariff","18","Wales","Female","All","Main scheme application","170","15","0.101"
"2022","Lower tariff","18","Wales","Female","All","Main scheme application","110","10","0.11"
"2023","Lower tariff","18","Wales","Female","All","Main scheme application","75","10"," "
"2019","Higher tariff","18","Wales","Female","All","Main scheme application","75","5"," "
"2020","Higher tariff","18","Wales","Female","All","Main scheme application","105","10","0.10400000000000001"
"2021","Higher tariff","18","Wales","Female","All","Main scheme application","160","10","0.068"
"2022","Higher tariff","18","Wales","Female","All","Main scheme application","135","15","0.097"
"2023","Higher tariff","18","Wales","Female","All","Main scheme application","110","10","0.111"
"2019","Medium tariff","18","Wales","Female","All","Main scheme application","85","5"," "
"2020","Medium tariff","18","Wales","Female","All","Main scheme application","110","10"," "
"2021","Medium tariff","18","Wales","Female","All","Main scheme application","165","20","0.134"
"2022","Medium tariff","18","Wales","Female","All","Main scheme application","155","20","0.14400000000000002"
"2023","Medium tariff","18","Wales","Female","All","Main scheme application","110","15","0.157"
"2019","Lower tariff","19","Wales","Female","All","Main scheme application","50","5"," "
"2020","Lower tariff","19","Wales","Female","All","Main scheme application","45","10"," "
"2021","Lower tariff","19","Wales","Female","All","Main scheme application","75","5"," "
"2022","Lower tariff","19","Wales","Female","All","Main scheme application","35","5"," "
"2023","Lower tariff","19","Wales","Female","All","Main scheme application","15","0"," "
"2019","Higher tariff","19","Wales","Female","All","Main scheme application","45","0"," "
"2020","Higher tariff","19","Wales","Female","All","Main scheme application","40","0"," "
"2021","Higher tariff","19","Wales","Female","All","Main scheme application","65","5"," "
"2022","Higher tariff","19","Wales","Female","All","Main scheme application","45","5"," "
"2023","Higher tariff","19","Wales","Female","All","Main scheme application","30","0"," "
"2019","Medium tariff","19","Wales","Female","All","Main scheme application","55","5"," "
"2020","Medium tariff","19","Wales","Female","All","Main scheme application","50","5"," "
"2021","Medium tariff","19","Wales","Female","All","Main scheme application","80","5"," "
"2022","Medium tariff","19","Wales","Female","All","Main scheme application","50","5"," "
"2023","Medium tariff","19","Wales","Female","All","Main scheme application","30","0"," "
"2019","Lower tariff","20","Wales","Female","All","Main scheme application","25","5"," "
"2020","Lower tariff","20","Wales","Female","All","Main scheme application","20","0"," "
"2021","Lower tariff","20","Wales","Female","All","Main scheme application","35","5"," "
"2022","Lower tariff","20","Wales","Female","All","Main scheme application","25","0"," "
"2023","Lower tariff","20","Wales","Female","All","Main scheme application","20","5"," "
"2019","Higher tariff","20","Wales","Female","All","Main scheme application","25","0"," "
"2020","Higher tariff","20","Wales","Female","All","Main scheme application","20","0"," "
"2021","Higher tariff","20","Wales","Female","All","Main scheme application","35","0"," "
"2022","Higher tariff","20","Wales","Female","All","Main scheme application","20","0"," "
"2023","Higher tariff","20","Wales","Female","All","Main scheme application","20","5"," "
"2019","Medium tariff","20","Wales","Female","All","Main scheme application","25","0"," "
"2020","Medium tariff","20","Wales","Female","All","Main scheme application","20","5"," "
"2021","Medium tariff","20","Wales","Female","All","Main scheme application","35","5"," "
"2022","Medium tariff","20","Wales","Female","All","Main scheme application","35","5"," "
"2023","Medium tariff","20","Wales","Female","All","Main scheme application","25","0"," "
"2019","Lower tariff","21 - 24","Wales","Female","All","Main scheme application","110","10","0.089"
"2020","Lower tariff","21 - 24","Wales","Female","All","Main scheme application","90","5"," "
"2021","Lower tariff","21 - 24","Wales","Female","All","Main scheme application","90","5"," "
"2022","Lower tariff","21 - 24","Wales","Female","All","Main scheme application","50","10"," "
"2023","Lower tariff","21 - 24","Wales","Female","All","Main scheme application","30","10","0.355"
"2019","Higher tariff","21 - 24","Wales","Female","All","Main scheme application","105","10","0.115"
"2020","Higher tariff","21 - 24","Wales","Female","All","Main scheme application","85","10","0.133"
"2021","Higher tariff","21 - 24","Wales","Female","All","Main scheme application","80","5"," "
"2022","Higher tariff","21 - 24","Wales","Female","All","Main scheme application","60","5"," "
"2023","Higher tariff","21 - 24","Wales","Female","All","Main scheme application","45","5"," "
"2019","Medium tariff","21 - 24","Wales","Female","All","Main scheme application","110","20","0.17400000000000002"
"2020","Medium tariff","21 - 24","Wales","Female","All","Main scheme application","90","15","0.157"
"2021","Medium tariff","21 - 24","Wales","Female","All","Main scheme application","110","15","0.14400000000000002"
"2022","Medium tariff","21 - 24","Wales","Female","All","Main scheme application","65","10","0.154"
"2023","Medium tariff","21 - 24","Wales","Female","All","Main scheme application","65","10","0.169"
"2019","Lower tariff","25 - 29","Wales","Female","All","Main scheme application","85","10"," "
"2020","Lower tariff","25 - 29","Wales","Female","All","Main scheme application","80","15","0.167"
"2021","Lower tariff","25 - 29","Wales","Female","All","Main scheme application","115","10","0.10300000000000001"
"2022","Lower tariff","25 - 29","Wales","Female","All","Main scheme application","60","10","0.186"
"2023","Lower tariff","25 - 29","Wales","Female","All","Main scheme application","45","10","0.217"
"2019","Higher tariff","25 - 29","Wales","Female","All","Main scheme application","70","5"," "
"2020","Higher tariff","25 - 29","Wales","Female","All","Main scheme application","65","10","0.152"
"2021","Higher tariff","25 - 29","Wales","Female","All","Main scheme application","105","5"," "
"2022","Higher tariff","25 - 29","Wales","Female","All","Main scheme application","65","0"," "
"2023","Higher tariff","25 - 29","Wales","Female","All","Main scheme application","45","5"," "
"2019","Medium tariff","25 - 29","Wales","Female","All","Main scheme application","80","10","0.138"
"2020","Medium tariff","25 - 29","Wales","Female","All","Main scheme application","75","20","0.24"
"2021","Medium tariff","25 - 29","Wales","Female","All","Main scheme application","130","20","0.169"
"2022","Medium tariff","25 - 29","Wales","Female","All","Main scheme application","95","20","0.194"
"2023","Medium tariff","25 - 29","Wales","Female","All","Main scheme application","75","20","0.247"
"2019","Lower tariff","30 - 34","Wales","Female","All","Main scheme application","60","5"," "
"2020","Lower tariff","30 - 34","Wales","Female","All","Main scheme application","65","15","0.224"
"2021","Lower tariff","30 - 34","Wales","Female","All","Main scheme application","70","10","0.162"
"2022","Lower tariff","30 - 34","Wales","Female","All","Main scheme application","50","10","0.20400000000000001"
"2023","Lower tariff","30 - 34","Wales","Female","All","Main scheme application","50","20","0.375"
"2019","Higher tariff","30 - 34","Wales","Female","All","Main scheme application","45","5"," "
"2020","Higher tariff","30 - 34","Wales","Female","All","Main scheme application","55","5"," "
"2021","Higher tariff","30 - 34","Wales","Female","All","Main scheme application","55","10"," "
"2022","Higher tariff","30 - 34","Wales","Female","All","Main scheme application","55","5"," "
