"Year","FSM status","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2012","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","19910","249670","0.08"
"2013","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","770","39780","0.019"
"2013","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","21320","242950","0.088"
"2014","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","850","40410","0.021"
"2014","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","21790","239270","0.091"
"2015","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1030","42610","0.024"
"2015","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","23250","243100","0.096"
"2016","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1080","40300","0.027"
"2016","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","24070","238550","0.101"
"2017","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1080","38130","0.028"
"2017","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","24290","237470","0.10200000000000001"
"2018","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1020","36150","0.028"
"2018","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","23810","233570","0.10200000000000001"
"2019","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1160","35200","0.033"
"2019","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","23960","227560","0.105"
"2020","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1280","33440","0.038"
"2020","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","27250","227450","0.12"
"2021","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1890","38080","0.05"
"2021","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","34180","232450","0.147"
"2022","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1740","44380","0.039"
"2022","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","28740","234790","0.122"
"2023","Receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","1970","54660","0.036000000000000004"
"2023","Not receiving FSM","Higher tariff","18","All","Female","All","Main scheme application","27470","243110","0.113"
"2006","Receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","1000","41040","0.024"
"2006","Not receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","19700","250770","0.079"
"2007","Receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","1030","39940","0.026000000000000002"
"2007","Not receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","20160","247450","0.081"
"2008","Receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","1170","38610","0.03"
"2008","Not receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","22380","252690","0.089"
"2009","Receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","1110","37480","0.03"
"2009","Not receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","22740","253130","0.09"
"2010","Receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","1050","36250","0.029"
"2010","Not receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","22340","251960","0.089"
"2011","Receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","1010","36700","0.028"
"2011","Not receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","22250","251540","0.088"
"2012","Receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","1130","38950","0.029"
"2012","Not receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","21450","249670","0.08600000000000001"
"2013","Receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","1190","39780","0.03"
"2013","Not receiving FSM","Medium tariff","18","All","Female","All","Main scheme application","22640","242950","0.093"
