"Year","Predicted A level points","Age group","Domicile","Gender","Applicants with conditional unconditional offer","Applicants with direct unconditional offer","Applicants with other unconditional offer","Applicants with offer with unconditional component","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2021","18 point(s)","18","Northern Ireland","Female","0","10","0","10","0","10","0","15"
"2021","18 point(s)","18","Wales","Female","0","10","5","15","0","10","5","15"
"2022","18 point(s)","18","England","Female","35","180","70","275","35","220","70","330"
"2022","18 point(s)","18","Northern Ireland","Female","0","5","0","5","0","5","0","5"
"2022","18 point(s)","18","Wales","Female","0","5","0","5","0","5","0","5"
"2023","18 point(s)","18","England","Female","0","145","55","190","0","150","60","210"
"2023","18 point(s)","18","Wales","Female","0","10","5","15","0","10","5","15"
"2020","3 point(s)","18","England","Male","0","0","5","5","0","0","5","10"
"2018","4 point(s)","18","England","Male","0","5","5","10","0","5","5","10"
"2019","4 point(s)","18","England","Male","5","0","0","5","5","0","0","5"
"2020","4 point(s)","18","England","Male","0","0","15","20","0","0","20","20"
"2021","4 point(s)","18","England","Male","0","5","0","5","0","5","0","5"
"2013","5 point(s)","18","England","Male","0","0","0","0","0","5","0","5"
"2014","5 point(s)","18","England","Male","0","0","0","5","0","0","0","5"
"2016","5 point(s)","18","England","Male","0","0","0","5","0","0","0","5"
"2017","5 point(s)","18","England","Male","0","0","5","5","0","0","5","5"
"2018","5 point(s)","18","England","Male","0","10","5","15","0","10","5","20"
"2019","5 point(s)","18","England","Male","5","5","5","15","5","5","5","15"
"2020","5 point(s)","18","England","Male","5","5","30","35","5","5","35","40"
"2021","5 point(s)","18","England","Male","0","10","5","15","0","10","5","15"
"2022","5 point(s)","18","England","Male","0","15","0","15","0","15","0","15"
"2023","5 point(s)","18","England","Male","0","5","0","5","0","5","0","5"
"2013","6 point(s)","18","England","Male","0","5","0","5","0","5","0","5"
"2014","6 point(s)","18","England","Male","0","5","5","10","0","5","5","10"
"2015","6 point(s)","18","England","Male","0","5","5","10","0","5","5","10"
"2016","6 point(s)","18","England","Male","0","5","5","10","0","5","5","10"
"2017","6 point(s)","18","England","Male","5","5","5","10","5","5","5","10"
"2018","6 point(s)","18","England","Male","5","10","15","30","5","10","15","30"
"2019","6 point(s)","18","England","Male","5","15","10","35","10","20","10","40"
"2020","6 point(s)","18","England","Male","5","10","95","110","5","10","110","130"
"2020","6 point(s)","18","Wales","Male","0","0","0","5","0","0","5","5"
"2021","6 point(s)","18","England","Male","0","25","5","25","0","25","5","30"
"2022","6 point(s)","18","England","Male","0","30","0","30","0","30","0","30"
"2023","6 point(s)","18","England","Male","0","10","5","15","0","10","5","15"
"2013","7 point(s)","18","England","Male","0","5","5","10","0","10","5","10"
"2014","7 point(s)","18","England","Male","0","10","5","15","0","10","5","15"
"2015","7 point(s)","18","England","Male","5","5","10","20","5","10","10","20"
"2016","7 point(s)","18","England","Male","5","15","15","35","5","15","15","35"
"2017","7 point(s)","18","England","Male","5","15","15","40","5","15","15","40"
"2018","7 point(s)","18","England","Male","20","35","25","75","20","40","25","85"
"2019","7 point(s)","18","England","Male","10","35","20","60","10","35","20","65"
"2020","7 point(s)","18","England","Male","15","30","155","185","15","35","200","250"
"2020","7 point(s)","18","Wales","Male","0","0","5","5","0","0","5","5"
"2021","7 point(s)","18","England","Male","0","40","10","45","0","40","10","50"
"2022","7 point(s)","18","England","Male","0","70","10","80","0","75","10","90"
"2022","7 point(s)","18","Wales","Male","0","0","0","0","0","0","5","5"
"2023","7 point(s)","18","England","Male","0","15","15","30","0","15","20","35"
"2013","8 point(s)","18","England","Male","0","15","0","20","0","15","0","20"
"2014","8 point(s)","18","England","Male","0","10","20","30","0","10","20","30"
"2015","8 point(s)","18","England","Male","5","15","20","40","5","15","20","40"
"2016","8 point(s)","18","England","Male","20","30","35","85","20","35","35","85"
"2016","8 point(s)","18","Wales","Male","0","0","5","10","0","0","10","10"
"2017","8 point(s)","18","England","Male","15","35","40","95","20","40","45","100"
"2017","8 point(s)","18","Wales","Male","0","5","5","5","0","5","5","5"
"2018","8 point(s)","18","England","Male","25","70","75","165","30","75","80","185"
"2019","8 point(s)","18","England","Male","45","60","50","150","50","65","55","165"
"2019","8 point(s)","18","Wales","Male","0","5","5","5","0","5","5","10"
"2020","8 point(s)","18","England","Male","30","55","320","385","30","65","410","505"
"2020","8 point(s)","18","Wales","Male","0","0","15","15","0","0","20","20"
"2021","8 point(s)","18","England","Male","0","80","20","95","0","85","20","105"
"2021","8 point(s)","18","Wales","Male","0","5","5","10","0","5","5","10"
"2022","8 point(s)","18","England","Male","0","105","30","135","5","125","40","165"
"2022","8 point(s)","18","Wales","Male","0","5","5","5","0","5","5","5"
"2023","8 point(s)","18","England","Male","0","55","40","95","0","55","45","100"
"2013","9 point(s)","18","England","Male","0","20","5","25","0","20","5","30"
"2013","9 point(s)","18","Northern Ireland","Male","0","5","0","5","0","5","0","5"
"2014","9 point(s)","18","England","Male","0","30","25","55","0","30","25","60"
"2014","9 point(s)","18","Wales","Male","0","0","5","5","0","0","5","5"
"2015","9 point(s)","18","England","Male","5","40","60","110","5","45","60","110"
"2015","9 point(s)","18","Wales","Male","0","0","10","10","0","0","10","10"
"2016","9 point(s)","18","England","Male","60","120","95","275","65","125","100","290"
"2016","9 point(s)","18","Wales","Male","0","0","10","10","0","0","10","10"
"2017","9 point(s)","18","England","Male","55","105","195","340","55","115","195","365"
"2017","9 point(s)","18","Northern Ireland","Male","0","0","0","0","0","0","0","5"
"2017","9 point(s)","18","Wales","Male","0","5","15","20","0","5","20","25"
"2018","9 point(s)","18","England","Male","95","245","265","570","100","270","270","640"
"2018","9 point(s)","18","Wales","Male","0","5","5","15","0","5","5","15"
"2019","9 point(s)","18","England","Male","340","155","275","700","375","175","285","835"
"2019","9 point(s)","18","Wales","Male","5","15","10","25","5","20","10","35"
"2020","9 point(s)","18","England","Male","370","225","720","1160","405","255","890","1550"
"2020","9 point(s)","18","Northern Ireland","Male","0","0","10","10","0","5","10","15"
"2020","9 point(s)","18","Wales","Male","0","10","40","50","0","15","50","70"
"2021","9 point(s)","18","England","Male","0","235","55","280","0","265","55","320"
"2021","9 point(s)","18","Wales","Male","0","15","0","20","0","25","5","25"
"2022","9 point(s)","18","England","Male","25","260","100","370","25","295","105","425"
"2022","9 point(s)","18","Wales","Male","0","15","10","25","0","15","10","25"
"2023","9 point(s)","18","England","Male","0","185","120","295","0","200","130","330"
"2023","9 point(s)","18","Wales","Male","0","5","5","10","0","10","5","10"
"2013","10 point(s)","18","England","Male","0","20","25","40","0","20","25","40"
"2014","10 point(s)","18","England","Male","0","35","35","65","0","35","35","70"
"2014","10 point(s)","18","Wales","Male","0","0","15","15","0","0","15","15"
"2015","10 point(s)","18","England","Male","20","50","110","180","20","55","110","185"
"2015","10 point(s)","18","Wales","Male","0","0","15","15","0","0","20","25"
"2016","10 point(s)","18","England","Male","85","300","125","500","90","310","130","530"
"2016","10 point(s)","18","Northern Ireland","Male","0","5","0","5","0","5","0","5"
"2016","10 point(s)","18","Wales","Male","0","5","15","25","0","5","15","25"
"2017","10 point(s)","18","England","Male","130","235","280","615","130","250","285","665"
"2017","10 point(s)","18","Northern Ireland","Male","5","5","0","5","5","5","0","10"
"2017","10 point(s)","18","Wales","Male","0","15","15","30","0","15","15","30"
"2018","10 point(s)","18","England","Male","240","460","585","1185","260","500","595","1355"
"2018","10 point(s)","18","Northern Ireland","Male","0","10","5","15","0","15","5","20"
"2018","10 point(s)","18","Wales","Male","5","15","20","35","10","15","20","40"
"2019","10 point(s)","18","England","Male","590","360","440","1235","660","400","450","1510"
"2019","10 point(s)","18","Northern Ireland","Male","0","0","0","5","0","5","0","5"
"2019","10 point(s)","18","Wales","Male","10","30","15","50","15","40","15","65"
"2020","10 point(s)","18","England","Male","505","495","970","1700","555","565","1155","2275"
"2020","10 point(s)","18","Northern Ireland","Male","0","0","35","35","0","0","50","50"
"2020","10 point(s)","18","Wales","Male","10","25","60","80","10","30","80","120"
"2021","10 point(s)","18","England","Male","0","340","115","440","0","400","120","515"
"2021","10 point(s)","18","Wales","Male","0","40","10","50","0","50","15","65"
"2022","10 point(s)","18","England","Male","40","475","130","625","45","550","130","725"
"2022","10 point(s)","18","Wales","Male","0","10","10","20","0","10","15","25"
"2023","10 point(s)","18","England","Male","0","340","195","515","0","375","215","585"
"2023","10 point(s)","18","Northern Ireland","Male","0","5","0","5","0","5","0","5"
"2023","10 point(s)","18","Wales","Male","0","10","5","15","0","10","10","15"
"2013","11 point(s)","18","England","Male","0","30","20","50","0","30","20","50"
"2013","11 point(s)","18","Wales","Male","0","5","5","10","0","5","5","10"
"2014","11 point(s)","18","England","Male","15","35","50","105","15","40","50","105"
"2014","11 point(s)","18","Wales","Male","0","5","10","10","0","5","10","15"
"2015","11 point(s)","18","England","Male","25","70","295","390","25","75","300","400"
"2015","11 point(s)","18","Northern Ireland","Male","0","0","5","5","0","5","5","5"
"2015","11 point(s)","18","Wales","Male","5","0","20","25","5","0","30","35"
"2016","11 point(s)","18","England","Male","195","395","310","875","200","420","315","935"
"2016","11 point(s)","18","Northern Ireland","Male","0","5","0","10","0","5","0","10"
"2016","11 point(s)","18","Wales","Male","5","0","15","20","5","0","20","25"
"2017","11 point(s)","18","England","Male","555","595","490","1495","595","635","505","1730"
"2017","11 point(s)","18","Northern Ireland","Male","5","5","10","20","5","10","10","25"
"2017","11 point(s)","18","Wales","Male","10","15","30","55","15","20","35","65"
"2018","11 point(s)","18","England","Male","1070","765","845","2335","1205","875","860","2940"
"2018","11 point(s)","18","Northern Ireland","Male","10","10","10","30","10","10","10","30"
"2018","11 point(s)","18","Wales","Male","15","15","15","40","20","20","15","55"
"2019","11 point(s)","18","England","Male","1510","665","635","2380","1840","790","660","3285"
"2019","11 point(s)","18","Northern Ireland","Male","10","5","10","25","10","10","10","30"
"2019","11 point(s)","18","Wales","Male","30","60","15","95","30","75","20","130"
"2020","11 point(s)","18","England","Male","730","1355","1280","2740","810","1665","1555","4030"
"2020","11 point(s)","18","Northern Ireland","Male","0","5","50","50","0","5","70","75"
"2020","11 point(s)","18","Wales","Male","10","70","80","130","10","95","115","215"
"2021","11 point(s)","18","England","Male","0","655","120","760","0","765","120","885"
"2021","11 point(s)","18","Northern Ireland","Male","0","5","0","5","0","5","0","5"
"2021","11 point(s)","18","Wales","Male","0","65","10","75","0","85","15","95"
"2022","11 point(s)","18","England","Male","120","1010","325","1380","125","1180","340","1645"
"2022","11 point(s)","18","Northern Ireland","Male","0","5","0","10","0","10","0","15"
"2022","11 point(s)","18","Wales","Male","5","15","20","40","5","20","25","45"
"2023","11 point(s)","18","England","Male","0","740","270","965","0","850","300","1150"
"2023","11 point(s)","18","Northern Ireland","Male","0","5","0","5","0","5","0","5"
"2023","11 point(s)","18","Wales","Male","0","10","10","20","0","10","15","25"
"2013","12 point(s)","18","England","Male","0","30","25","55","0","30","25","55"
"2013","12 point(s)","18","Wales","Male","0","0","15","15","0","0","15","15"
"2014","12 point(s)","18","England","Male","330","45","55","425","340","45","60","445"
"2014","12 point(s)","18","Northern Ireland","Male","0","0","0","5","0","0","0","5"
"2014","12 point(s)","18","Wales","Male","5","0","20","25","5","0","25","25"
"2015","12 point(s)","18","England","Male","420","100","335","810","435","105","335","880"
"2015","12 point(s)","18","Northern Ireland","Male","0","5","10","15","0","5","10","15"
"2015","12 point(s)","18","Wales","Male","10","5","20","30","10","5","20","35"
"2016","12 point(s)","18","England","Male","765","395","550","1575","805","415","555","1775"
"2016","12 point(s)","18","Northern Ireland","Male","5","10","5","20","5","10","5","20"
"2016","12 point(s)","18","Wales","Male","10","20","30","60","10","20","35","65"
"2017","12 point(s)","18","England","Male","1345","715","715","2490","1555","790","750","3095"
"2017","12 point(s)","18","Northern Ireland","Male","15","10","20","40","15","15","20","50"
"2017","12 point(s)","18","Wales","Male","15","35","35","80","15","35","45","95"
"2018","12 point(s)","18","England","Male","2060","860","980","3320","2440","965","1005","4410"
