"Year","Achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","All","Unknown or Prefer Not To Say","Main scheme applicant","All","25","20","0.917","0"
"2021","All","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.789","0"
"2022","All","Unknown or Prefer Not To Say","Main scheme applicant","All","30","20","0.759","0"
"2023","All","Unknown or Prefer Not To Say","Main scheme applicant","All","25","20","0.9570000000000001","0"
"2011","3 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2017","3 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2020","3 point(s)","All","Main scheme applicant","All","5","0"," ","0"
"2021","3 point(s)","All","Main scheme applicant","All","5","0"," ","0"
"2022","3 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2023","3 point(s)","All","Main scheme applicant","All","10","10","1","0"
"2010","4 point(s)","All","Main scheme applicant","All","15","10","0.846","0"
"2011","4 point(s)","All","Main scheme applicant","All","10","10"," ","0"
"2012","4 point(s)","All","Main scheme applicant","All","15","15","0.929","0"
"2013","4 point(s)","All","Main scheme applicant","All","10","5"," ","0"
"2014","4 point(s)","All","Main scheme applicant","All","10","10"," ","0"
"2015","4 point(s)","All","Main scheme applicant","All","10","10","1","0"
"2016","4 point(s)","All","Main scheme applicant","All","10","5"," ","0"
"2017","4 point(s)","All","Main scheme applicant","All","20","15","0.889","0"
"2018","4 point(s)","All","Main scheme applicant","All","10","10","1","0"
"2019","4 point(s)","All","Main scheme applicant","All","15","10","0.923","0"
"2020","4 point(s)","All","Main scheme applicant","All","10","5"," ","0"
"2021","4 point(s)","All","Main scheme applicant","All","10","10"," ","0"
"2022","4 point(s)","All","Main scheme applicant","All","30","25","0.964","0"
"2023","4 point(s)","All","Main scheme applicant","All","50","50","1","0"
"2010","5 point(s)","All","Main scheme applicant","All","30","25","0.767","0"
"2011","5 point(s)","All","Main scheme applicant","All","35","30","0.9410000000000001","0"
"2012","5 point(s)","All","Main scheme applicant","All","35","30","0.833","0"
"2013","5 point(s)","All","Main scheme applicant","All","30","30","1","0"
"2014","5 point(s)","All","Main scheme applicant","All","35","35","0.9440000000000001","0"
"2015","5 point(s)","All","Main scheme applicant","All","40","35","0.895","0"
"2016","5 point(s)","All","Main scheme applicant","All","30","30","0.903","0"
"2017","5 point(s)","All","Main scheme applicant","All","35","30","0.865","0"
"2018","5 point(s)","All","Main scheme applicant","All","40","35","0.9","0"
"2019","5 point(s)","All","Main scheme applicant","All","50","45","0.898","0"
"2020","5 point(s)","All","Main scheme applicant","All","25","25","0.885","0"
"2021","5 point(s)","All","Main scheme applicant","All","25","25","0.885","0"
"2022","5 point(s)","All","Main scheme applicant","All","65","60","0.921","0"
"2023","5 point(s)","All","Main scheme applicant","All","85","80","0.9530000000000001","0"
"2010","6 point(s)","All","Main scheme applicant","All","70","65","0.901","0"
"2011","6 point(s)","All","Main scheme applicant","All","60","55","0.9","0"
"2012","6 point(s)","All","Main scheme applicant","All","75","70","0.895","0"
"2013","6 point(s)","All","Main scheme applicant","All","70","65","0.917","0"
"2014","6 point(s)","All","Main scheme applicant","All","80","75","0.913","0"
"2015","6 point(s)","All","Main scheme applicant","All","75","65","0.89","0"
"2016","6 point(s)","All","Main scheme applicant","All","70","65","0.914","0"
"2017","6 point(s)","All","Main scheme applicant","All","80","75","0.924","0"
"2018","6 point(s)","All","Main scheme applicant","All","85","80","0.907","0"
"2019","6 point(s)","All","Main scheme applicant","All","85","75","0.894","0"
"2020","6 point(s)","All","Main scheme applicant","All","55","50","0.927","0"
"2021","6 point(s)","All","Main scheme applicant","All","45","40","0.907","0"
"2022","6 point(s)","All","Main scheme applicant","All","120","110","0.902","0"
"2023","6 point(s)","All","Main scheme applicant","All","120","110","0.916","0"
"2010","7 point(s)","All","Main scheme applicant","All","100","95","0.922","0"
"2011","7 point(s)","All","Main scheme applicant","All","120","110","0.925","0"
"2012","7 point(s)","All","Main scheme applicant","All","130","105","0.8200000000000001","0"
"2013","7 point(s)","All","Main scheme applicant","All","115","100","0.886","0"
"2014","7 point(s)","All","Main scheme applicant","All","130","120","0.9380000000000001","0"
"2015","7 point(s)","All","Main scheme applicant","All","140","130","0.922","0"
"2016","7 point(s)","All","Main scheme applicant","All","105","95","0.905","0"
"2017","7 point(s)","All","Main scheme applicant","All","130","120","0.923","0"
"2018","7 point(s)","All","Main scheme applicant","All","130","120","0.915","0"
"2019","7 point(s)","All","Main scheme applicant","All","120","115","0.975","0"
"2020","7 point(s)","All","Main scheme applicant","All","95","95","0.969","0"
"2021","7 point(s)","All","Main scheme applicant","All","75","65","0.87","0"
"2022","7 point(s)","All","Main scheme applicant","All","175","160","0.92","0"
"2023","7 point(s)","All","Main scheme applicant","All","175","165","0.9490000000000001","0"
"2010","8 point(s)","All","Main scheme applicant","All","170","155","0.918","0"
"2011","8 point(s)","All","Main scheme applicant","All","180","165","0.928","0"
"2012","8 point(s)","All","Main scheme applicant","All","170","150","0.872","0"
"2013","8 point(s)","All","Main scheme applicant","All","185","165","0.902","0"
"2014","8 point(s)","All","Main scheme applicant","All","210","190","0.896","0"
"2015","8 point(s)","All","Main scheme applicant","All","170","160","0.919","0"
"2016","8 point(s)","All","Main scheme applicant","All","175","160","0.925","0"
"2017","8 point(s)","All","Main scheme applicant","All","165","155","0.916","0"
"2018","8 point(s)","All","Main scheme applicant","All","190","175","0.936","0"
"2019","8 point(s)","All","Main scheme applicant","All","185","165","0.913","0"
"2020","8 point(s)","All","Main scheme applicant","All","155","140","0.892","0"
"2021","8 point(s)","All","Main scheme applicant","All","115","105","0.897","0"
"2022","8 point(s)","All","Main scheme applicant","All","195","175","0.898","0"
"2023","8 point(s)","All","Main scheme applicant","All","230","215","0.927","0"
"2010","9 point(s)","All","Main scheme applicant","All","190","170","0.896","0"
"2011","9 point(s)","All","Main scheme applicant","All","220","200","0.922","0"
"2012","9 point(s)","All","Main scheme applicant","All","195","185","0.934","0"
"2013","9 point(s)","All","Main scheme applicant","All","220","210","0.9550000000000001","0"
"2014","9 point(s)","All","Main scheme applicant","All","210","195","0.915","0"
"2015","9 point(s)","All","Main scheme applicant","All","255","235","0.918","0"
"2016","9 point(s)","All","Main scheme applicant","All","220","205","0.919","0"
"2017","9 point(s)","All","Main scheme applicant","All","250","230","0.908","0"
"2018","9 point(s)","All","Main scheme applicant","All","220","200","0.913","0"
"2019","9 point(s)","All","Main scheme applicant","All","215","200","0.93","0"
"2020","9 point(s)","All","Main scheme applicant","All","215","200","0.926","0"
"2021","9 point(s)","All","Main scheme applicant","All","170","145","0.87","0"
"2022","9 point(s)","All","Main scheme applicant","All","285","255","0.882","0"
"2023","9 point(s)","All","Main scheme applicant","All","310","285","0.922","0"
"2010","10 point(s)","All","Main scheme applicant","All","195","180","0.918","0"
"2011","10 point(s)","All","Main scheme applicant","All","250","225","0.9","0"
"2012","10 point(s)","All","Main scheme applicant","All","235","215","0.923","0"
"2013","10 point(s)","All","Main scheme applicant","All","260","235","0.915","0"
"2014","10 point(s)","All","Main scheme applicant","All","275","245","0.895","0"
"2015","10 point(s)","All","Main scheme applicant","All","305","275","0.908","0"
"2016","10 point(s)","All","Main scheme applicant","All","245","225","0.907","0"
"2017","10 point(s)","All","Main scheme applicant","All","285","260","0.922","0"
"2018","10 point(s)","All","Main scheme applicant","All","275","250","0.909","0"
"2019","10 point(s)","All","Main scheme applicant","All","260","245","0.935","0"
"2020","10 point(s)","All","Main scheme applicant","All","260","230","0.895","0"
"2021","10 point(s)","All","Main scheme applicant","All","290","275","0.9450000000000001","0"
"2022","10 point(s)","All","Main scheme applicant","All","315","285","0.902","0"
"2023","10 point(s)","All","Main scheme applicant","All","375","355","0.9470000000000001","0"
"2010","11 point(s)","All","Main scheme applicant","All","235","215","0.923","0"
"2011","11 point(s)","All","Main scheme applicant","All","260","240","0.916","0"
"2012","11 point(s)","All","Main scheme applicant","All","260","235","0.905","0"
"2013","11 point(s)","All","Main scheme applicant","All","310","285","0.913","0"
"2014","11 point(s)","All","Main scheme applicant","All","290","270","0.9410000000000001","0"
"2015","11 point(s)","All","Main scheme applicant","All","325","295","0.916","0"
"2016","11 point(s)","All","Main scheme applicant","All","325","300","0.917","0"
"2017","11 point(s)","All","Main scheme applicant","All","335","305","0.908","0"
"2018","11 point(s)","All","Main scheme applicant","All","360","330","0.914","0"
"2019","11 point(s)","All","Main scheme applicant","All","315","300","0.9520000000000001","0"
"2020","11 point(s)","All","Main scheme applicant","All","310","280","0.909","0"
"2021","11 point(s)","All","Main scheme applicant","All","380","355","0.932","0"
"2022","11 point(s)","All","Main scheme applicant","All","405","370","0.918","0"
"2023","11 point(s)","All","Main scheme applicant","All","400","380","0.9450000000000001","0"
"2010","12 point(s)","All","Main scheme applicant","All","435","405","0.933","0"
"2011","12 point(s)","All","Main scheme applicant","All","450","425","0.9400000000000001","0"
"2012","12 point(s)","All","Main scheme applicant","All","460","425","0.918","0"
"2013","12 point(s)","All","Main scheme applicant","All","560","520","0.927","0"
"2014","12 point(s)","All","Main scheme applicant","All","525","495","0.9390000000000001","0"
"2015","12 point(s)","All","Main scheme applicant","All","565","530","0.936","0"
"2016","12 point(s)","All","Main scheme applicant","All","660","615","0.932","0"
"2017","12 point(s)","All","Main scheme applicant","All","610","570","0.9380000000000001","0"
"2018","12 point(s)","All","Main scheme applicant","All","645","610","0.9410000000000001","0"
"2019","12 point(s)","All","Main scheme applicant","All","610","580","0.9490000000000001","0"
"2020","12 point(s)","All","Main scheme applicant","All","1020","955","0.936","0"
"2021","12 point(s)","All","Main scheme applicant","All","1260","1160","0.921","0"
"2022","12 point(s)","All","Main scheme applicant","All","855","800","0.937","0"
"2023","12 point(s)","All","Main scheme applicant","All","820","785","0.9540000000000001","0"
"2010","All","All","Main scheme applicant","All","1445","1320","0.915","0"
"2011","All","All","Main scheme applicant","All","1590","1465","0.923","0"
"2012","All","All","Main scheme applicant","All","1580","1425","0.902","0"
"2013","All","All","Main scheme applicant","All","1765","1625","0.921","0"
"2014","All","All","Main scheme applicant","All","1770","1630","0.922","0"
"2015","All","All","Main scheme applicant","All","1885","1735","0.921","0"
"2016","All","All","Main scheme applicant","All","1845","1695","0.918","0"
"2017","All","All","Main scheme applicant","All","1915","1760","0.921","0"
"2018","All","All","Main scheme applicant","All","1955","1810","0.924","0"
"2019","All","All","Main scheme applicant","All","1850","1740","0.9400000000000001","0"
"2020","All","All","Main scheme applicant","All","2150","1985","0.923","0"
"2021","All","All","Main scheme applicant","All","2375","2180","0.918","0"
"2022","All","All","Main scheme applicant","All","2445","2240","0.917","0"
"2023","All","All","Main scheme applicant","All","2580","2435","0.9440000000000001","0"
"2011","3 point(s)","White","All","All","5","5"," ","0"
"2017","3 point(s)","White","All","All","5","5"," ","0"
"2022","3 point(s)","White","All","All","5","5"," ","0"
"2023","3 point(s)","White","All","All","5","5"," ","0"
"2010","4 point(s)","White","All","All","10","10","0.833","0"
"2011","4 point(s)","White","All","All","10","10"," ","0"
"2012","4 point(s)","White","All","All","10","10","0.917","0"
"2013","4 point(s)","White","All","All","10","5"," ","0"
"2014","4 point(s)","White","All","All","10","10"," ","0"
"2015","4 point(s)","White","All","All","10","10","1","0"
"2016","4 point(s)","White","All","All","10","5"," ","0"
"2017","4 point(s)","White","All","All","15","15","0.867","0"
"2018","4 point(s)","White","All","All","10","10","1","0"
"2019","4 point(s)","White","All","All","10","10","0.909","0"
"2020","4 point(s)","White","All","All","5","5"," ","0"
"2021","4 point(s)","White","All","All","10","5"," ","0"
"2022","4 point(s)","White","All","All","20","20","0.9550000000000001","0"
"2023","4 point(s)","White","All","All","30","30","1","0"
"2010","5 point(s)","White","All","All","25","20","0.8260000000000001","0"
"2011","5 point(s)","White","All","All","30","30","0.933","0"
"2012","5 point(s)","White","All","All","30","25","0.833","0"
"2013","5 point(s)","White","All","All","30","30","1","0"
"2014","5 point(s)","White","All","All","30","30","0.967","0"
"2015","5 point(s)","White","All","All","35","30","0.886","0"
"2016","5 point(s)","White","All","All","30","25","0.893","0"
"2017","5 point(s)","White","All","All","30","25","0.931","0"
"2018","5 point(s)","White","All","All","30","30","0.875","0"
"2019","5 point(s)","White","All","All","40","35","0.921","0"
"2020","5 point(s)","White","All","All","25","20","0.913","0"
"2021","5 point(s)","White","All","All","20","20","0.857","0"
"2022","5 point(s)","White","All","All","50","45","0.898","0"
"2023","5 point(s)","White","All","All","55","50","0.929","0"
"2010","6 point(s)","White","All","All","65","60","0.896","0"
"2011","6 point(s)","White","All","All","55","50","0.926","0"
"2012","6 point(s)","White","All","All","65","60","0.881","0"
"2013","6 point(s)","White","All","All","65","60","0.924","0"
"2014","6 point(s)","White","All","All","75","70","0.919","0"
"2015","6 point(s)","White","All","All","65","60","0.922","0"
"2016","6 point(s)","White","All","All","60","55","0.917","0"
"2017","6 point(s)","White","All","All","65","60","0.924","0"
"2018","6 point(s)","White","All","All","70","65","0.917","0"
"2019","6 point(s)","White","All","All","75","65","0.893","0"
"2020","6 point(s)","White","All","All","40","40","0.976","0"
"2021","6 point(s)","White","All","All","35","30","0.882","0"
"2022","6 point(s)","White","All","All","90","80","0.891","0"
"2023","6 point(s)","White","All","All","90","85","0.9460000000000001","0"
"2010","7 point(s)","White","All","All","95","90","0.928","0"
"2011","7 point(s)","White","All","All","110","100","0.936","0"
"2012","7 point(s)","White","All","All","110","95","0.838","0"
"2013","7 point(s)","White","All","All","110","95","0.889","0"
"2014","7 point(s)","White","All","All","120","115","0.934","0"
"2015","7 point(s)","White","All","All","115","105","0.929","0"
"2016","7 point(s)","White","All","All","90","85","0.902","0"
"2017","7 point(s)","White","All","All","105","95","0.924","0"
"2018","7 point(s)","White","All","All","110","100","0.909","0"
"2019","7 point(s)","White","All","All","105","105","0.981","0"
"2020","7 point(s)","White","All","All","75","75","0.973","0"
"2021","7 point(s)","White","All","All","65","60","0.881","0"
"2022","7 point(s)","White","All","All","135","125","0.9400000000000001","0"
"2023","7 point(s)","White","All","All","135","130","0.964","0"
"2010","8 point(s)","White","All","All","160","145","0.925","0"
"2011","8 point(s)","White","All","All","165","155","0.928","0"
"2012","8 point(s)","White","All","All","155","135","0.877","0"
"2013","8 point(s)","White","All","All","165","150","0.915","0"
"2014","8 point(s)","White","All","All","195","175","0.912","0"
"2015","8 point(s)","White","All","All","155","145","0.9420000000000001","0"
"2016","8 point(s)","White","All","All","150","140","0.9460000000000001","0"
"2017","8 point(s)","White","All","All","140","130","0.9500000000000001","0"
"2018","8 point(s)","White","All","All","170","155","0.935","0"
"2019","8 point(s)","White","All","All","150","140","0.914","0"
"2020","8 point(s)","White","All","All","125","110","0.889","0"
"2021","8 point(s)","White","All","All","100","90","0.929","0"
"2022","8 point(s)","White","All","All","150","140","0.927","0"
"2023","8 point(s)","White","All","All","160","145","0.913","0"
"2010","9 point(s)","White","All","All","170","155","0.895","0"
"2011","9 point(s)","White","All","All","200","185","0.92","0"
"2012","9 point(s)","White","All","All","175","165","0.9430000000000001","0"
"2013","9 point(s)","White","All","All","200","190","0.9500000000000001","0"
"2014","9 point(s)","White","All","All","190","175","0.921","0"
"2015","9 point(s)","White","All","All","230","210","0.921","0"
"2016","9 point(s)","White","All","All","205","190","0.936","0"
"2017","9 point(s)","White","All","All","215","195","0.907","0"
"2018","9 point(s)","White","All","All","185","170","0.934","0"
"2019","9 point(s)","White","All","All","175","165","0.9430000000000001","0"
"2020","9 point(s)","White","All","All","170","160","0.935","0"
"2021","9 point(s)","White","All","All","130","110","0.86","0"
"2022","9 point(s)","White","All","All","235","205","0.872","0"
"2023","9 point(s)","White","All","All","220","205","0.923","0"
"2010","10 point(s)","White","All","All","180","170","0.928","0"
"2011","10 point(s)","White","All","All","230","205","0.895","0"
"2012","10 point(s)","White","All","All","220","205","0.936","0"
"2013","10 point(s)","White","All","All","240","225","0.929","0"
"2014","10 point(s)","White","All","All","250","230","0.912","0"
"2015","10 point(s)","White","All","All","265","245","0.914","0"
"2016","10 point(s)","White","All","All","220","205","0.914","0"
"2017","10 point(s)","White","All","All","255","235","0.929","0"
"2018","10 point(s)","White","All","All","235","220","0.932","0"
"2019","10 point(s)","White","All","All","225","210","0.933","0"
"2020","10 point(s)","White","All","All","215","195","0.906","0"
"2021","10 point(s)","White","All","All","230","220","0.969","0"
"2022","10 point(s)","White","All","All","245","220","0.914","0"
"2023","10 point(s)","White","All","All","295","280","0.9460000000000001","0"
"2010","11 point(s)","White","All","All","220","205","0.927","0"
"2011","11 point(s)","White","All","All","240","225","0.929","0"
"2012","11 point(s)","White","All","All","240","220","0.909","0"
"2013","11 point(s)","White","All","All","285","260","0.909","0"
"2014","11 point(s)","White","All","All","255","240","0.934","0"
"2015","11 point(s)","White","All","All","285","265","0.923","0"
"2016","11 point(s)","White","All","All","285","260","0.906","0"
"2017","11 point(s)","White","All","All","290","260","0.906","0"
"2018","11 point(s)","White","All","All","315","285","0.914","0"
"2019","11 point(s)","White","All","All","260","250","0.9540000000000001","0"
"2020","11 point(s)","White","All","All","245","225","0.91","0"
"2021","11 point(s)","White","All","All","320","300","0.9380000000000001","0"
"2022","11 point(s)","White","All","All","320","300","0.925","0"
"2023","11 point(s)","White","All","All","315","305","0.9560000000000001","0"
"2010","12 point(s)","White","All","All","390","370","0.9440000000000001","0"
"2011","12 point(s)","White","All","All","405","385","0.9480000000000001","0"
"2012","12 point(s)","White","All","All","420","385","0.926","0"
"2013","12 point(s)","White","All","All","495","465","0.9390000000000001","0"
"2014","12 point(s)","White","All","All","470","440","0.9380000000000001","0"
"2015","12 point(s)","White","All","All","495","465","0.9410000000000001","0"
"2016","12 point(s)","White","All","All","550","515","0.936","0"
"2017","12 point(s)","White","All","All","530","495","0.9410000000000001","0"
"2018","12 point(s)","White","All","All","545","515","0.9410000000000001","0"
"2019","12 point(s)","White","All","All","510","485","0.9530000000000001","0"
"2020","12 point(s)","White","All","All","825","775","0.9420000000000001","0"
"2021","12 point(s)","White","All","All","1035","970","0.9410000000000001","0"
"2022","12 point(s)","White","All","All","665","630","0.9430000000000001","0"
"2023","12 point(s)","White","All","All","635","605","0.9530000000000001","0"
"2022","5 point(s)","Black","All","All","5","5"," ","0"
"2023","5 point(s)","Black","All","All","5","5"," ","0"
"2018","6 point(s)","Black","All","All","5","5"," ","0"
"2020","6 point(s)","Black","All","All","5","5"," ","0"
"2022","6 point(s)","Black","All","All","5","5"," ","0"
"2023","6 point(s)","Black","All","All","5","5"," ","0"
"2015","7 point(s)","Black","All","All","5","0"," ","0"
"2023","7 point(s)","Black","All","All","5","5"," ","0"
"2018","8 point(s)","Black","All","All","5","5"," ","0"
"2021","8 point(s)","Black","All","All","5","5"," ","0"
"2022","8 point(s)","Black","All","All","5","0"," ","0"
"2023","8 point(s)","Black","All","All","10","10","1","0"
"2018","9 point(s)","Black","All","All","5","0"," ","0"
"2019","9 point(s)","Black","All","All","5","5"," ","0"
"2020","9 point(s)","Black","All","All","5","5"," ","0"
"2021","9 point(s)","Black","All","All","5","0"," ","0"
"2022","9 point(s)","Black","All","All","5","5"," ","0"
"2023","9 point(s)","Black","All","All","15","15","0.929","0"
"2019","10 point(s)","Black","All","All","5","5"," ","0"
"2020","10 point(s)","Black","All","All","5","5"," ","0"
"2021","10 point(s)","Black","All","All","10","5"," ","0"
"2022","10 point(s)","Black","All","All","10","10"," ","0"
"2023","10 point(s)","Black","All","All","5","5"," ","0"
"2013","11 point(s)","Black","All","All","5","5"," ","0"
"2014","11 point(s)","Black","All","All","5","5"," ","0"
"2016","11 point(s)","Black","All","All","5","5"," ","0"
"2017","11 point(s)","Black","All","All","5","5"," ","0"
"2018","11 point(s)","Black","All","All","5","5"," ","0"
"2020","11 point(s)","Black","All","All","5","5"," ","0"
"2021","11 point(s)","Black","All","All","5","5"," ","0"
"2022","11 point(s)","Black","All","All","10","10"," ","0"
"2023","11 point(s)","Black","All","All","10","10","0.833","0"
"2012","12 point(s)","Black","All","All","5","5"," ","0"
"2013","12 point(s)","Black","All","All","5","5"," ","0"
"2016","12 point(s)","Black","All","All","5","5"," ","0"
"2017","12 point(s)","Black","All","All","5","5"," ","0"
"2018","12 point(s)","Black","All","All","10","5"," ","0"
"2019","12 point(s)","Black","All","All","5","5"," ","0"
"2020","12 point(s)","Black","All","All","15","15","1","0"
"2021","12 point(s)","Black","All","All","20","15","0.895","0"
"2022","12 point(s)","Black","All","All","10","10","1","0"
"2023","12 point(s)","Black","All","All","15","15","1","0"
"2023","3 point(s)","Asian","All","All","5","5"," ","0"
"2022","4 point(s)","Asian","All","All","5","5"," ","0"
"2023","4 point(s)","Asian","All","All","15","15","1","0"
"2010","5 point(s)","Asian","All","All","5","5"," ","0"
"2012","5 point(s)","Asian","All","All","5","5"," ","0"
"2017","5 point(s)","Asian","All","All","5","5"," ","0"
"2018","5 point(s)","Asian","All","All","5","5"," ","0"
"2019","5 point(s)","Asian","All","All","5","5"," ","0"
"2021","5 point(s)","Asian","All","All","5","5"," ","0"
"2022","5 point(s)","Asian","All","All","5","5"," ","0"
"2023","5 point(s)","Asian","All","All","15","15","1","0"
"2010","6 point(s)","Asian","All","All","5","5"," ","0"
"2012","6 point(s)","Asian","All","All","5","5"," ","0"
"2013","6 point(s)","Asian","All","All","5","5"," ","0"
"2015","6 point(s)","Asian","All","All","5","5"," ","0"
"2016","6 point(s)","Asian","All","All","10","10"," ","0"
"2017","6 point(s)","Asian","All","All","10","10","0.909","0"
"2018","6 point(s)","Asian","All","All","5","5"," ","0"
"2019","6 point(s)","Asian","All","All","5","5"," ","0"
"2020","6 point(s)","Asian","All","All","5","5"," ","0"
"2021","6 point(s)","Asian","All","All","5","5"," ","0"
"2022","6 point(s)","Asian","All","All","15","15","0.875","0"
"2023","6 point(s)","Asian","All","All","20","15","0.789","0"
"2010","7 point(s)","Asian","All","All","5","5"," ","0"
"2011","7 point(s)","Asian","All","All","5","5"," ","0"
"2012","7 point(s)","Asian","All","All","10","5"," ","0"
"2014","7 point(s)","Asian","All","All","5","5"," ","0"
"2015","7 point(s)","Asian","All","All","15","15","0.9410000000000001","0"
"2016","7 point(s)","Asian","All","All","10","10"," ","0"
"2017","7 point(s)","Asian","All","All","15","15","0.882","0"
"2018","7 point(s)","Asian","All","All","10","10","0.917","0"
"2019","7 point(s)","Asian","All","All","10","10","0.909","0"
"2020","7 point(s)","Asian","All","All","10","10","1","0"
"2021","7 point(s)","Asian","All","All","5","5"," ","0"
"2022","7 point(s)","Asian","All","All","30","25","0.833","0"
"2023","7 point(s)","Asian","All","All","20","20","0.9500000000000001","0"
"2010","8 point(s)","Asian","All","All","10","10"," ","0"
"2011","8 point(s)","Asian","All","All","10","10","0.909","0"
"2012","8 point(s)","Asian","All","All","10","10"," ","0"
"2013","8 point(s)","Asian","All","All","15","10","0.846","0"
"2014","8 point(s)","Asian","All","All","10","10"," ","0"
"2015","8 point(s)","Asian","All","All","5","5"," ","0"
"2016","8 point(s)","Asian","All","All","15","10"," ","0"
"2017","8 point(s)","Asian","All","All","20","10","0.667","0"
"2018","8 point(s)","Asian","All","All","10","10"," ","0"
"2019","8 point(s)","Asian","All","All","20","20","0.9","0"
"2020","8 point(s)","Asian","All","All","20","20","0.864","0"
"2021","8 point(s)","Asian","All","All","10","5"," ","0"
"2022","8 point(s)","Asian","All","All","30","25","0.8210000000000001","0"
"2023","8 point(s)","Asian","All","All","45","40","0.933","0"
"2010","9 point(s)","Asian","All","All","15","15","0.933","0"
"2011","9 point(s)","Asian","All","All","10","10"," ","0"
"2012","9 point(s)","Asian","All","All","15","10","0.769","0"
"2013","9 point(s)","Asian","All","All","10","10","1","0"
"2014","9 point(s)","Asian","All","All","10","10"," ","0"
"2015","9 point(s)","Asian","All","All","20","15","0.895","0"
"2016","9 point(s)","Asian","All","All","10","10"," ","0"
"2017","9 point(s)","Asian","All","All","20","20","0.9","0"
"2018","9 point(s)","Asian","All","All","20","20","0.8180000000000001","0"
"2019","9 point(s)","Asian","All","All","20","20","0.9","0"
"2020","9 point(s)","Asian","All","All","25","25","0.885","0"
"2021","9 point(s)","Asian","All","All","20","20","0.9550000000000001","0"
"2022","9 point(s)","Asian","All","All","30","30","0.968","0"
"2023","9 point(s)","Asian","All","All","40","40","0.905","0"
"2010","10 point(s)","Asian","All","All","5","5"," ","0"
"2011","10 point(s)","Asian","All","All","10","10"," ","0"
"2012","10 point(s)","Asian","All","All","10","5"," ","0"
"2013","10 point(s)","Asian","All","All","10","5"," ","0"
"2014","10 point(s)","Asian","All","All","15","15","0.8130000000000001","0"
"2015","10 point(s)","Asian","All","All","25","20","0.833","0"
"2016","10 point(s)","Asian","All","All","10","10"," ","0"
"2017","10 point(s)","Asian","All","All","15","15","0.9380000000000001","0"
"2018","10 point(s)","Asian","All","All","20","15","0.682","0"
"2019","10 point(s)","Asian","All","All","25","20","0.9570000000000001","0"
"2020","10 point(s)","Asian","All","All","25","20","0.8150000000000001","0"
"2021","10 point(s)","Asian","All","All","35","30","0.8290000000000001","0"
"2022","10 point(s)","Asian","All","All","30","25","0.867","0"
"2023","10 point(s)","Asian","All","All","45","40","0.9550000000000001","0"
"2010","11 point(s)","Asian","All","All","5","5"," ","0"
"2011","11 point(s)","Asian","All","All","10","5"," ","0"
"2012","11 point(s)","Asian","All","All","15","10","0.857","0"
"2013","11 point(s)","Asian","All","All","15","15","0.929","0"
"2014","11 point(s)","Asian","All","All","20","20","1","0"
"2015","11 point(s)","Asian","All","All","25","20","0.87","0"
"2016","11 point(s)","Asian","All","All","20","20","1","0"
"2017","11 point(s)","Asian","All","All","25","25","0.96","0"
"2018","11 point(s)","Asian","All","All","30","30","0.967","0"
"2019","11 point(s)","Asian","All","All","30","30","0.966","0"
"2020","11 point(s)","Asian","All","All","35","30","0.857","0"
"2021","11 point(s)","Asian","All","All","35","30","0.914","0"
"2022","11 point(s)","Asian","All","All","45","40","0.909","0"
"2023","11 point(s)","Asian","All","All","45","40","0.913","0"
"2010","12 point(s)","Asian","All","All","25","20","0.846","0"
"2011","12 point(s)","Asian","All","All","30","25","0.833","0"
"2012","12 point(s)","Asian","All","All","25","25","0.889","0"
"2013","12 point(s)","Asian","All","All","35","30","0.778","0"
"2014","12 point(s)","Asian","All","All","35","35","0.973","0"
"2015","12 point(s)","Asian","All","All","45","45","0.935","0"
"2016","12 point(s)","Asian","All","All","70","60","0.912","0"
"2017","12 point(s)","Asian","All","All","45","45","0.935","0"
"2018","12 point(s)","Asian","All","All","55","55","0.964","0"
"2019","12 point(s)","Asian","All","All","60","55","0.934","0"
"2020","12 point(s)","Asian","All","All","120","110","0.902","0"
"2021","12 point(s)","Asian","All","All","125","105","0.837","0"
"2022","12 point(s)","Asian","All","All","120","110","0.924","0"
"2023","12 point(s)","Asian","All","All","115","110","0.973","0"
"2010","5 point(s)","Mixed","All","All","5","0"," ","0"
"2022","5 point(s)","Mixed","All","All","5","5"," ","0"
"2023","5 point(s)","Mixed","All","All","5","5"," ","0"
"2011","6 point(s)","Mixed","All","All","5","0"," ","0"
"2014","6 point(s)","Mixed","All","All","5","0"," ","0"
"2020","6 point(s)","Mixed","All","All","5","0"," ","0"
"2022","6 point(s)","Mixed","All","All","5","5"," ","0"
"2023","6 point(s)","Mixed","All","All","5","5"," ","0"
"2011","7 point(s)","Mixed","All","All","5","5"," ","0"
"2013","7 point(s)","Mixed","All","All","5","0"," ","0"
"2014","7 point(s)","Mixed","All","All","5","5"," ","0"
"2015","7 point(s)","Mixed","All","All","5","5"," ","0"
"2017","7 point(s)","Mixed","All","All","5","5"," ","0"
"2019","7 point(s)","Mixed","All","All","5","5"," ","0"
"2020","7 point(s)","Mixed","All","All","5","5"," ","0"
"2022","7 point(s)","Mixed","All","All","5","5"," ","0"
